場所,バス停名
イオン熊本中央32.8003554,130.7168596,熊本整形外科病院前,交通局前,九品寺交差点
ゆめタウン大江,32.8030108,130.7230238,学園大前,県立劇場前
ショッピングモール さくらの森,32.790355,130.7793121,益城ＩＣ口
ゆめタウンサンピアン,32.8272957,130.7609997,ゆめタウンサンピアン前
シュロアモール熊本,32.811167,130.759358,日赤病院北口
西部ショッピングセンター パディーマーケット,32.7766352,130.6541659,城山小学校前
ゆめマート城山,32.7777159,130.6526019,下代入口
ゆめマート田崎,32.7836294,130.6771648,田崎市場前
イオンタウン田崎,32.783692,130.6760078,田崎市場前
