イオンモール熊本,32.7376424,130.7417753
ゆめタウン浜線,32.7717392,130.7240677
ゆめタウン光の森,32.8607642,130.781765
鶴屋百貨店,32.8023422,130.6410858
アミュプラザ熊本,32.7890049,130.686094
サクラマチ熊本,32.8009204,130.6996521
